Timestamp,Provider,Counter Name,Counter Type,Mean/Increment
06/05/2026 09:24:30,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,57192
06/05/2026 09:24:30,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen1],Rate,0
06/05/2026 09:24:30,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen0],Rate,0
06/05/2026 09:24:30,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen2],Rate,0
06/05/2026 09:24:32,System.Runtime,dotnet.jit.compiled_il.size (By / 2 sec),Rate,725
06/05/2026 09:24:32,System.Runtime,dotnet.gc.heap.total_allocated (By / 2 sec),Rate,24552
06/05/2026 09:24:32,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 2 sec),Rate,0
06/05/2026 09:24:32,System.Runtime,dotnet.timer.count ({timer}),Metric,2
06/05/2026 09:24:32,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:32,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:32,System.Runtime,dotnet.jit.compilation.time (s / 2 sec),Rate,0.002641899999999975
06/05/2026 09:24:32,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,8730720
06/05/2026 09:24:32,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,18456
06/05/2026 09:24:32,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:32,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,66439912
06/05/2026 09:24:32,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
06/05/2026 09:24:32,System.Runtime,dotnet.assembly.count ({assembly}),Metric,133
06/05/2026 09:24:32,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,180363264
06/05/2026 09:24:32,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 2 sec),Rate,0
06/05/2026 09:24:32,System.Runtime,dotnet.gc.pause.time (s / 2 sec),Rate,0
06/05/2026 09:24:32,System.Runtime,dotnet.process.memory.working_set (By),Metric,364318720
06/05/2026 09:24:32,System.Runtime,dotnet.jit.compiled_methods ({method} / 2 sec),Rate,10
06/05/2026 09:24:32,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
06/05/2026 09:24:32,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=system],Rate,0.0005589999999999762
06/05/2026 09:24:32,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=user],Rate,0.0031319999999999126
06/05/2026 09:24:32,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,9128376
06/05/2026 09:24:32,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,1012408
06/05/2026 09:24:32,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:32,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,97498728
06/05/2026 09:24:32,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,57192
06/05/2026 09:24:32,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen1],Rate,0
06/05/2026 09:24:32,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen0],Rate,0
06/05/2026 09:24:32,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen2],Rate,0
06/05/2026 09:24:34,System.Runtime,dotnet.jit.compiled_il.size (By / 2 sec),Rate,0
06/05/2026 09:24:34,System.Runtime,dotnet.gc.heap.total_allocated (By / 2 sec),Rate,32584
06/05/2026 09:24:34,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 2 sec),Rate,0
06/05/2026 09:24:34,System.Runtime,dotnet.timer.count ({timer}),Metric,2
06/05/2026 09:24:34,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:34,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:34,System.Runtime,dotnet.jit.compilation.time (s / 2 sec),Rate,0
06/05/2026 09:24:34,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,8730720
06/05/2026 09:24:34,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,18456
06/05/2026 09:24:34,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:34,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,66439912
06/05/2026 09:24:34,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
06/05/2026 09:24:34,System.Runtime,dotnet.assembly.count ({assembly}),Metric,133
06/05/2026 09:24:34,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,180363264
06/05/2026 09:24:34,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 2 sec),Rate,0
06/05/2026 09:24:34,System.Runtime,dotnet.gc.pause.time (s / 2 sec),Rate,0
06/05/2026 09:24:34,System.Runtime,dotnet.process.memory.working_set (By),Metric,364314624
06/05/2026 09:24:34,System.Runtime,dotnet.jit.compiled_methods ({method} / 2 sec),Rate,0
06/05/2026 09:24:34,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
06/05/2026 09:24:34,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=system],Rate,0.00042600000000003746
06/05/2026 09:24:34,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=user],Rate,0.0003690000000000637
06/05/2026 09:24:34,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,9128376
06/05/2026 09:24:34,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,1012408
06/05/2026 09:24:34,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:34,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,97498728
06/05/2026 09:24:34,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,57192
06/05/2026 09:24:34,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen1],Rate,0
06/05/2026 09:24:34,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen0],Rate,0
06/05/2026 09:24:34,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen2],Rate,0
06/05/2026 09:24:36,System.Runtime,dotnet.jit.compiled_il.size (By / 2 sec),Rate,80
06/05/2026 09:24:36,System.Runtime,dotnet.gc.heap.total_allocated (By / 2 sec),Rate,40952
06/05/2026 09:24:36,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 2 sec),Rate,0
06/05/2026 09:24:36,System.Runtime,dotnet.timer.count ({timer}),Metric,2
06/05/2026 09:24:36,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 2 sec),Rate,1
06/05/2026 09:24:36,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:36,System.Runtime,dotnet.jit.compilation.time (s / 2 sec),Rate,0.0006213999999999942
06/05/2026 09:24:36,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,8730720
06/05/2026 09:24:36,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,18456
06/05/2026 09:24:36,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:36,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,66439912
06/05/2026 09:24:36,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
06/05/2026 09:24:36,System.Runtime,dotnet.assembly.count ({assembly}),Metric,133
06/05/2026 09:24:36,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,180363264
06/05/2026 09:24:36,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 2 sec),Rate,0
06/05/2026 09:24:36,System.Runtime,dotnet.gc.pause.time (s / 2 sec),Rate,0
06/05/2026 09:24:36,System.Runtime,dotnet.process.memory.working_set (By),Metric,364322816
06/05/2026 09:24:36,System.Runtime,dotnet.jit.compiled_methods ({method} / 2 sec),Rate,5
06/05/2026 09:24:36,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
06/05/2026 09:24:36,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=system],Rate,0.0005089999999999817
06/05/2026 09:24:36,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=user],Rate,0.0013980000000000103
06/05/2026 09:24:36,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,9128376
06/05/2026 09:24:36,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,1012408
06/05/2026 09:24:36,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:36,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,97498728
06/05/2026 09:24:36,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,57192
06/05/2026 09:24:36,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen1],Rate,0
06/05/2026 09:24:36,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen0],Rate,0
06/05/2026 09:24:36,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen2],Rate,0
06/05/2026 09:24:38,System.Runtime,dotnet.jit.compiled_il.size (By / 2 sec),Rate,78
06/05/2026 09:24:38,System.Runtime,dotnet.gc.heap.total_allocated (By / 2 sec),Rate,32432
06/05/2026 09:24:38,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 2 sec),Rate,0
06/05/2026 09:24:38,System.Runtime,dotnet.timer.count ({timer}),Metric,2
06/05/2026 09:24:38,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 2 sec),Rate,2
06/05/2026 09:24:38,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:38,System.Runtime,dotnet.jit.compilation.time (s / 2 sec),Rate,0.0008269000000002968
06/05/2026 09:24:38,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,8730720
06/05/2026 09:24:38,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,18456
06/05/2026 09:24:38,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:38,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,66439912
06/05/2026 09:24:38,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
06/05/2026 09:24:38,System.Runtime,dotnet.assembly.count ({assembly}),Metric,133
06/05/2026 09:24:38,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,180363264
06/05/2026 09:24:38,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 2 sec),Rate,0
06/05/2026 09:24:38,System.Runtime,dotnet.gc.pause.time (s / 2 sec),Rate,0
06/05/2026 09:24:38,System.Runtime,dotnet.process.memory.working_set (By),Metric,364326912
06/05/2026 09:24:38,System.Runtime,dotnet.jit.compiled_methods ({method} / 2 sec),Rate,2
06/05/2026 09:24:38,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
06/05/2026 09:24:38,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=system],Rate,0.0004870000000000152
06/05/2026 09:24:38,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=user],Rate,0.0020699999999997942
06/05/2026 09:24:38,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,9128376
06/05/2026 09:24:38,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,1012408
06/05/2026 09:24:38,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:38,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,97498728
06/05/2026 09:24:38,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,57192
06/05/2026 09:24:38,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen1],Rate,0
06/05/2026 09:24:38,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen0],Rate,0
06/05/2026 09:24:38,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen2],Rate,0
06/05/2026 09:24:40,System.Runtime,dotnet.jit.compiled_il.size (By / 2 sec),Rate,58
06/05/2026 09:24:40,System.Runtime,dotnet.gc.heap.total_allocated (By / 2 sec),Rate,38560
06/05/2026 09:24:40,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 2 sec),Rate,0
06/05/2026 09:24:40,System.Runtime,dotnet.timer.count ({timer}),Metric,2
06/05/2026 09:24:40,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:40,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:40,System.Runtime,dotnet.jit.compilation.time (s / 2 sec),Rate,0.0005354999999998
06/05/2026 09:24:40,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,8730720
06/05/2026 09:24:40,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,18456
06/05/2026 09:24:40,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:40,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,66439912
06/05/2026 09:24:40,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
06/05/2026 09:24:40,System.Runtime,dotnet.assembly.count ({assembly}),Metric,133
06/05/2026 09:24:40,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,180363264
06/05/2026 09:24:40,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 2 sec),Rate,0
06/05/2026 09:24:40,System.Runtime,dotnet.gc.pause.time (s / 2 sec),Rate,0
06/05/2026 09:24:40,System.Runtime,dotnet.process.memory.working_set (By),Metric,364331008
06/05/2026 09:24:40,System.Runtime,dotnet.jit.compiled_methods ({method} / 2 sec),Rate,1
06/05/2026 09:24:40,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
06/05/2026 09:24:40,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=system],Rate,0.00043199999999998795
06/05/2026 09:24:40,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=user],Rate,0.0009930000000002437
06/05/2026 09:24:40,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,9128376
06/05/2026 09:24:40,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,1012408
06/05/2026 09:24:40,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:40,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,97498728
06/05/2026 09:24:40,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,57192
06/05/2026 09:24:40,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen1],Rate,0
06/05/2026 09:24:40,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen0],Rate,0
06/05/2026 09:24:40,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen2],Rate,0
06/05/2026 09:24:42,System.Runtime,dotnet.jit.compiled_il.size (By / 2 sec),Rate,1458
06/05/2026 09:24:42,System.Runtime,dotnet.gc.heap.total_allocated (By / 2 sec),Rate,32632
06/05/2026 09:24:42,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 2 sec),Rate,0
06/05/2026 09:24:42,System.Runtime,dotnet.timer.count ({timer}),Metric,2
06/05/2026 09:24:42,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:42,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:42,System.Runtime,dotnet.jit.compilation.time (s / 2 sec),Rate,0.0039397000000001015
06/05/2026 09:24:42,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,8730720
06/05/2026 09:24:42,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,18456
06/05/2026 09:24:42,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:42,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,66439912
06/05/2026 09:24:42,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
06/05/2026 09:24:42,System.Runtime,dotnet.assembly.count ({assembly}),Metric,133
06/05/2026 09:24:42,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,180363264
06/05/2026 09:24:42,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 2 sec),Rate,0
06/05/2026 09:24:42,System.Runtime,dotnet.gc.pause.time (s / 2 sec),Rate,0
06/05/2026 09:24:42,System.Runtime,dotnet.process.memory.working_set (By),Metric,364343296
06/05/2026 09:24:42,System.Runtime,dotnet.jit.compiled_methods ({method} / 2 sec),Rate,13
06/05/2026 09:24:42,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
06/05/2026 09:24:42,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=system],Rate,0.0005240000000000244
06/05/2026 09:24:42,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=user],Rate,0.004380999999999524
06/05/2026 09:24:42,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,9128376
06/05/2026 09:24:42,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,1012408
06/05/2026 09:24:42,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:42,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,97498728
06/05/2026 09:24:42,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,57192
06/05/2026 09:24:42,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen1],Rate,0
06/05/2026 09:24:42,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen0],Rate,0
06/05/2026 09:24:42,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen2],Rate,0
06/05/2026 09:24:44,System.Runtime,dotnet.jit.compiled_il.size (By / 2 sec),Rate,930
06/05/2026 09:24:44,System.Runtime,dotnet.gc.heap.total_allocated (By / 2 sec),Rate,32616
06/05/2026 09:24:44,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 2 sec),Rate,0
06/05/2026 09:24:44,System.Runtime,dotnet.timer.count ({timer}),Metric,2
06/05/2026 09:24:44,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:44,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:44,System.Runtime,dotnet.jit.compilation.time (s / 2 sec),Rate,0.004440400000000011
06/05/2026 09:24:44,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,8730720
06/05/2026 09:24:44,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,18456
06/05/2026 09:24:44,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:44,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,66439912
06/05/2026 09:24:44,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
06/05/2026 09:24:44,System.Runtime,dotnet.assembly.count ({assembly}),Metric,133
06/05/2026 09:24:44,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,180363264
06/05/2026 09:24:44,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 2 sec),Rate,0
06/05/2026 09:24:44,System.Runtime,dotnet.gc.pause.time (s / 2 sec),Rate,0
06/05/2026 09:24:44,System.Runtime,dotnet.process.memory.working_set (By),Metric,364339200
06/05/2026 09:24:44,System.Runtime,dotnet.jit.compiled_methods ({method} / 2 sec),Rate,11
06/05/2026 09:24:44,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
06/05/2026 09:24:44,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=system],Rate,9.999999999998899E-05
06/05/2026 09:24:44,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=user],Rate,0.005395000000000039
06/05/2026 09:24:44,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,9128376
06/05/2026 09:24:44,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,1012408
06/05/2026 09:24:44,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:44,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,97498728
06/05/2026 09:24:44,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,57192
06/05/2026 09:24:44,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen1],Rate,0
06/05/2026 09:24:44,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen0],Rate,0
06/05/2026 09:24:44,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen2],Rate,0
06/05/2026 09:24:46,System.Runtime,dotnet.jit.compiled_il.size (By / 2 sec),Rate,7
06/05/2026 09:24:46,System.Runtime,dotnet.gc.heap.total_allocated (By / 2 sec),Rate,32640
06/05/2026 09:24:46,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 2 sec),Rate,0
06/05/2026 09:24:46,System.Runtime,dotnet.timer.count ({timer}),Metric,2
06/05/2026 09:24:46,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:46,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:46,System.Runtime,dotnet.jit.compilation.time (s / 2 sec),Rate,0.0003823000000000576
06/05/2026 09:24:46,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,8730720
06/05/2026 09:24:46,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,18456
06/05/2026 09:24:46,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:46,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,66439912
06/05/2026 09:24:46,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
06/05/2026 09:24:46,System.Runtime,dotnet.assembly.count ({assembly}),Metric,133
06/05/2026 09:24:46,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,180363264
06/05/2026 09:24:46,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 2 sec),Rate,0
06/05/2026 09:24:46,System.Runtime,dotnet.gc.pause.time (s / 2 sec),Rate,0
06/05/2026 09:24:46,System.Runtime,dotnet.process.memory.working_set (By),Metric,364339200
06/05/2026 09:24:46,System.Runtime,dotnet.jit.compiled_methods ({method} / 2 sec),Rate,1
06/05/2026 09:24:46,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
06/05/2026 09:24:46,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=system],Rate,0.00037199999999998346
06/05/2026 09:24:46,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=user],Rate,0.0005690000000004858
06/05/2026 09:24:46,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,9128376
06/05/2026 09:24:46,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,1012408
06/05/2026 09:24:46,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:46,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,97498728
06/05/2026 09:24:46,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,57192
06/05/2026 09:24:46,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen1],Rate,0
06/05/2026 09:24:46,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen0],Rate,0
06/05/2026 09:24:46,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen2],Rate,0
06/05/2026 09:24:48,System.Runtime,dotnet.jit.compiled_il.size (By / 2 sec),Rate,280
06/05/2026 09:24:48,System.Runtime,dotnet.gc.heap.total_allocated (By / 2 sec),Rate,40784
06/05/2026 09:24:48,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 2 sec),Rate,0
06/05/2026 09:24:48,System.Runtime,dotnet.timer.count ({timer}),Metric,2
06/05/2026 09:24:48,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 2 sec),Rate,2
06/05/2026 09:24:48,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:48,System.Runtime,dotnet.jit.compilation.time (s / 2 sec),Rate,0.0031593999999999234
06/05/2026 09:24:48,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,8730720
06/05/2026 09:24:48,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,18456
