Timestamp,Provider,Counter Name,Counter Type,Mean/Increment
06/05/2026 09:24:18,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:18,System.Runtime,dotnet.jit.compilation.time (s / 2 sec),Rate,0.0026805999999997
06/05/2026 09:24:18,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,8730720
06/05/2026 09:24:18,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,18456
06/05/2026 09:24:18,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:18,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,66439912
06/05/2026 09:24:18,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
06/05/2026 09:24:18,System.Runtime,dotnet.assembly.count ({assembly}),Metric,133
06/05/2026 09:24:18,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,180363264
06/05/2026 09:24:18,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 2 sec),Rate,0
06/05/2026 09:24:18,System.Runtime,dotnet.gc.pause.time (s / 2 sec),Rate,0
06/05/2026 09:24:18,System.Runtime,dotnet.process.memory.working_set (By),Metric,364253184
06/05/2026 09:24:18,System.Runtime,dotnet.jit.compiled_methods ({method} / 2 sec),Rate,21
06/05/2026 09:24:18,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
06/05/2026 09:24:18,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=system],Rate,2.6999999999999247E-05
06/05/2026 09:24:18,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=user],Rate,0.00449500000000036
06/05/2026 09:24:18,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,9128376
06/05/2026 09:24:18,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,1012408
06/05/2026 09:24:18,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:18,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,97498728
06/05/2026 09:24:18,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,57192
06/05/2026 09:24:18,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen1],Rate,0
06/05/2026 09:24:18,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen0],Rate,0
06/05/2026 09:24:18,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen2],Rate,0
06/05/2026 09:24:20,System.Runtime,dotnet.jit.compiled_il.size (By / 2 sec),Rate,6517
06/05/2026 09:24:20,System.Runtime,dotnet.gc.heap.total_allocated (By / 2 sec),Rate,40904
06/05/2026 09:24:20,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 2 sec),Rate,0
06/05/2026 09:24:20,System.Runtime,dotnet.timer.count ({timer}),Metric,2
06/05/2026 09:24:20,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:20,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:20,System.Runtime,dotnet.jit.compilation.time (s / 2 sec),Rate,0.029275699999999905
06/05/2026 09:24:20,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,8730720
06/05/2026 09:24:20,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,18456
06/05/2026 09:24:20,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:20,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,66439912
06/05/2026 09:24:20,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
06/05/2026 09:24:20,System.Runtime,dotnet.assembly.count ({assembly}),Metric,133
06/05/2026 09:24:20,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,180363264
06/05/2026 09:24:20,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 2 sec),Rate,0
06/05/2026 09:24:20,System.Runtime,dotnet.gc.pause.time (s / 2 sec),Rate,0
06/05/2026 09:24:20,System.Runtime,dotnet.process.memory.working_set (By),Metric,364318720
06/05/2026 09:24:20,System.Runtime,dotnet.jit.compiled_methods ({method} / 2 sec),Rate,82
06/05/2026 09:24:20,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
06/05/2026 09:24:20,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=system],Rate,0.0020279999999999743
06/05/2026 09:24:20,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=user],Rate,0.02769399999999944
06/05/2026 09:24:20,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,9128376
06/05/2026 09:24:20,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,1012408
06/05/2026 09:24:20,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:20,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,97498728
06/05/2026 09:24:20,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,57192
06/05/2026 09:24:20,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen1],Rate,0
06/05/2026 09:24:20,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen0],Rate,0
06/05/2026 09:24:20,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen2],Rate,0
06/05/2026 09:24:22,System.Runtime,dotnet.jit.compiled_il.size (By / 2 sec),Rate,1752
06/05/2026 09:24:22,System.Runtime,dotnet.gc.heap.total_allocated (By / 2 sec),Rate,32760
06/05/2026 09:24:22,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 2 sec),Rate,0
06/05/2026 09:24:22,System.Runtime,dotnet.timer.count ({timer}),Metric,2
06/05/2026 09:24:22,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:22,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:22,System.Runtime,dotnet.jit.compilation.time (s / 2 sec),Rate,0.004125000000000156
06/05/2026 09:24:22,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,8730720
06/05/2026 09:24:22,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,18456
06/05/2026 09:24:22,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:22,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,66439912
06/05/2026 09:24:22,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
06/05/2026 09:24:22,System.Runtime,dotnet.assembly.count ({assembly}),Metric,133
06/05/2026 09:24:22,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,180363264
06/05/2026 09:24:22,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 2 sec),Rate,0
06/05/2026 09:24:22,System.Runtime,dotnet.gc.pause.time (s / 2 sec),Rate,0
06/05/2026 09:24:22,System.Runtime,dotnet.process.memory.working_set (By),Metric,364318720
06/05/2026 09:24:22,System.Runtime,dotnet.jit.compiled_methods ({method} / 2 sec),Rate,7
06/05/2026 09:24:22,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
06/05/2026 09:24:22,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=system],Rate,3.599999999998049E-05
06/05/2026 09:24:22,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=user],Rate,0.005313000000000123
06/05/2026 09:24:22,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,9128376
06/05/2026 09:24:22,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,1012408
06/05/2026 09:24:22,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:22,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,97498728
06/05/2026 09:24:22,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,57192
06/05/2026 09:24:22,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen1],Rate,0
06/05/2026 09:24:22,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen0],Rate,0
06/05/2026 09:24:22,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen2],Rate,0
06/05/2026 09:24:24,System.Runtime,dotnet.jit.compiled_il.size (By / 2 sec),Rate,144
06/05/2026 09:24:24,System.Runtime,dotnet.gc.heap.total_allocated (By / 2 sec),Rate,23456
06/05/2026 09:24:24,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 2 sec),Rate,0
06/05/2026 09:24:24,System.Runtime,dotnet.timer.count ({timer}),Metric,2
06/05/2026 09:24:24,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:24,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:24,System.Runtime,dotnet.jit.compilation.time (s / 2 sec),Rate,0.0010370000000001767
06/05/2026 09:24:24,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,8730720
06/05/2026 09:24:24,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,18456
06/05/2026 09:24:24,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:24,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,66439912
06/05/2026 09:24:24,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
06/05/2026 09:24:24,System.Runtime,dotnet.assembly.count ({assembly}),Metric,133
06/05/2026 09:24:24,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,180363264
06/05/2026 09:24:24,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 2 sec),Rate,-2
06/05/2026 09:24:24,System.Runtime,dotnet.gc.pause.time (s / 2 sec),Rate,0
06/05/2026 09:24:24,System.Runtime,dotnet.process.memory.working_set (By),Metric,364298240
06/05/2026 09:24:24,System.Runtime,dotnet.jit.compiled_methods ({method} / 2 sec),Rate,4
06/05/2026 09:24:24,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
06/05/2026 09:24:24,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=system],Rate,3.6000000000036E-05
06/05/2026 09:24:24,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=user],Rate,0.0022489999999999455
06/05/2026 09:24:24,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,9128376
06/05/2026 09:24:24,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,1012408
06/05/2026 09:24:24,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:24,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,97498728
06/05/2026 09:24:24,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,57192
06/05/2026 09:24:24,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen1],Rate,0
06/05/2026 09:24:24,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen0],Rate,0
06/05/2026 09:24:24,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen2],Rate,0
06/05/2026 09:24:26,System.Runtime,dotnet.jit.compiled_il.size (By / 2 sec),Rate,690
06/05/2026 09:24:26,System.Runtime,dotnet.gc.heap.total_allocated (By / 2 sec),Rate,38632
06/05/2026 09:24:26,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 2 sec),Rate,0
06/05/2026 09:24:26,System.Runtime,dotnet.timer.count ({timer}),Metric,2
06/05/2026 09:24:26,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:26,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:26,System.Runtime,dotnet.jit.compilation.time (s / 2 sec),Rate,0.005498599999999687
06/05/2026 09:24:26,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,8730720
06/05/2026 09:24:26,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,18456
06/05/2026 09:24:26,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:26,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,66439912
06/05/2026 09:24:26,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
06/05/2026 09:24:26,System.Runtime,dotnet.assembly.count ({assembly}),Metric,133
06/05/2026 09:24:26,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,180363264
06/05/2026 09:24:26,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 2 sec),Rate,0
06/05/2026 09:24:26,System.Runtime,dotnet.gc.pause.time (s / 2 sec),Rate,0
06/05/2026 09:24:26,System.Runtime,dotnet.process.memory.working_set (By),Metric,364302336
06/05/2026 09:24:26,System.Runtime,dotnet.jit.compiled_methods ({method} / 2 sec),Rate,4
06/05/2026 09:24:26,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
06/05/2026 09:24:26,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=system],Rate,5.099999999996774E-05
06/05/2026 09:24:26,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=user],Rate,0.004042000000000101
06/05/2026 09:24:26,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,9128376
06/05/2026 09:24:26,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,1012408
06/05/2026 09:24:26,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:26,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,97498728
06/05/2026 09:24:26,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,57192
06/05/2026 09:24:26,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen1],Rate,0
06/05/2026 09:24:26,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen0],Rate,0
06/05/2026 09:24:26,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen2],Rate,0
06/05/2026 09:24:28,System.Runtime,dotnet.jit.compiled_il.size (By / 2 sec),Rate,1721
06/05/2026 09:24:28,System.Runtime,dotnet.gc.heap.total_allocated (By / 2 sec),Rate,32656
06/05/2026 09:24:28,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 2 sec),Rate,0
06/05/2026 09:24:28,System.Runtime,dotnet.timer.count ({timer}),Metric,2
06/05/2026 09:24:28,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 2 sec),Rate,2
06/05/2026 09:24:28,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:28,System.Runtime,dotnet.jit.compilation.time (s / 2 sec),Rate,0.011512399999999978
06/05/2026 09:24:28,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,8730720
06/05/2026 09:24:28,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,18456
06/05/2026 09:24:28,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:28,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,66439912
06/05/2026 09:24:28,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
06/05/2026 09:24:28,System.Runtime,dotnet.assembly.count ({assembly}),Metric,133
06/05/2026 09:24:28,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,180363264
06/05/2026 09:24:28,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 2 sec),Rate,0
06/05/2026 09:24:28,System.Runtime,dotnet.gc.pause.time (s / 2 sec),Rate,0
06/05/2026 09:24:28,System.Runtime,dotnet.process.memory.working_set (By),Metric,364314624
06/05/2026 09:24:28,System.Runtime,dotnet.jit.compiled_methods ({method} / 2 sec),Rate,33
06/05/2026 09:24:28,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,16
06/05/2026 09:24:28,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=system],Rate,0.002762000000000042
06/05/2026 09:24:28,System.Runtime,dotnet.process.cpu.time (s / 2 sec)[cpu.mode=user],Rate,0.0069270000000001275
06/05/2026 09:24:28,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,9128376
06/05/2026 09:24:28,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,1012408
06/05/2026 09:24:28,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,0
06/05/2026 09:24:28,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,97498728
06/05/2026 09:24:28,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,57192
06/05/2026 09:24:28,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen1],Rate,0
06/05/2026 09:24:28,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen0],Rate,0
06/05/2026 09:24:28,System.Runtime,dotnet.gc.collections ({collection} / 2 sec)[gc.heap.generation=gen2],Rate,0
06/05/2026 09:24:30,System.Runtime,dotnet.jit.compiled_il.size (By / 2 sec),Rate,0
06/05/2026 09:24:30,System.Runtime,dotnet.gc.heap.total_allocated (By / 2 sec),Rate,40696
06/05/2026 09:24:30,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 2 sec),Rate,0
06/05/2026 09:24:30,System.Runtime,dotnet.timer.count ({timer}),Metric,2
06/05/2026 09:24:30,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:30,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 2 sec),Rate,0
06/05/2026 09:24:30,System.Runtime,dotnet.jit.compilation.time (s / 2 sec),Rate,0
06/05/2026 09:24:30,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,8730720
06/05/2026 09:24:30,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,18456
